TOTAL_TEXT_CHANGED=1027

factions/adepta-sororitas.js | core-leader | "领袖" | len 999 -> 2 | "某些 **角色(Character)** 单位在牌表上列有「领袖」。这些 **角"… -> "领袖"
factions/genestealer-cults.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/genestealer-cults.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/genestealer-cults.js | core-scouts-6 | "斥候6\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候6\\\""
factions/genestealer-cults.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/genestealer-cults.js | core-scouts-9 | "斥候9\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候9\\\""
factions/genestealer-cults.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/genestealer-cults.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/genestealer-cults.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/genestealer-cults.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/genestealer-cults.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/genestealer-cults.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/genestealer-cults.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/genestealer-cults.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/genestealer-cults.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/grey-knights.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/grey-knights.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deadly-demise-d6-2 | "致命破灭 D6" | len 146 -> 8 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6+2"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-scouts-6 | "斥候6\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候6\\\""
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/grey-knights.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/grey-knights.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/grey-knights.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d3 | "致命破灭" | len 149 -> 6 | "部分模型的能力栏列有「致命破灭 x」。当此类模型被消灭时，在将其从游戏中移除前掷"… -> "致命破灭D3"
factions/imperial-knights.js | core-deadly-demise-2d6 | "致命破灭" | len 156 -> 7 | "部分模型的能力中列有「致命毁灭 x」。当该模型被摧毁时，在将其移出战场前掷一个 "… -> "致命破灭2D6"
factions/imperial-knights.js | core-deadly-demise-2d6 | "致命破灭" | len 156 -> 7 | "部分模型的能力中列有「致命毁灭 x」。当该模型被摧毁时，在将其移出战场前掷一个 "… -> "致命破灭2D6"
factions/imperial-knights.js | core-deadly-demise-d3 | "致命破灭" | len 149 -> 6 | "部分模型的能力栏列有「致命破灭 x」。当此类模型被消灭时，在将其从游戏中移除前掷"… -> "致命破灭D3"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d3 | "致命破灭" | len 149 -> 6 | "部分模型的能力栏列有「致命破灭 x」。当此类模型被消灭时，在将其从游戏中移除前掷"… -> "致命破灭D3"
factions/imperial-knights.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为附属单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 146 -> 6 | "某些模型的能力中列有「致命毁灭 x」。当此类模型被摧毁时，在将其移出场景前掷 1"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6-2 | "致命破灭" | len 152 -> 8 | "某些模型的能力中列出「致命破灭 x」。当此类模型被摧毁时，在将其移出战场前掷一次"… -> "致命破灭D6+2"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 146 -> 6 | "某些模型的能力中列有「致命毁灭 x」。当此类模型被摧毁时，在将其移出场景前掷 1"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 146 -> 6 | "某些模型的能力中列有「致命毁灭 x」。当此类模型被摧毁时，在将其移出场景前掷 1"… -> "致命破灭D6"
factions/imperial-knights.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/leagues-of-votann.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/leagues-of-votann.js | core-feel-no-pain-4 | "不觉疼痛4+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛4+"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/leagues-of-votann.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/leagues-of-votann.js | core-feel-no-pain-4 | "不觉疼痛4+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛4+"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛6+"
factions/leagues-of-votann.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/leagues-of-votann.js | core-scouts-9 | "斥候9\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候9\\\""
factions/leagues-of-votann.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/leagues-of-votann.js | core-scouts-9 | "斥候9\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候9\\\""
factions/leagues-of-votann.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/leagues-of-votann.js | core-scouts-9 | "斥候9\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候9\\\""
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/leagues-of-votann.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/leagues-of-votann.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/necrons.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/necrons.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/necrons.js | core-scouts-8 | "斥候8\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候8\\\""
factions/necrons.js | core-feel-no-pain-4 | "不觉疼痛4+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛4+"
factions/necrons.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/necrons.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/necrons.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/necrons.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/necrons.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/necrons.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/necrons.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/necrons.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/necrons.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/necrons.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/necrons.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/necrons.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/necrons.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/necrons.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/necrons.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/necrons.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/necrons.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
